transaction_id,transaction_date,store_id,customer_id,product_id,quantity,unit_price,discount_pct,promo_id,payment_method,total_amount
TXN0000043,2024-01-07,ST01,C05615,P008,1,192.67,0.0,,Card,192.67
TXN0000044,2024-01-07,ST01,C05620,P128,1,81.28,0.0,,Mobile Banking,81.28
TXN0000045,2024-01-07,ST01,C04655,P084,3,214.05,0.0,,Card,642.15
TXN0000046,2024-01-07,ST01,C02053,P142,1,264.38,0.0,,Mobile Banking,264.38
TXN0000047,2024-01-07,ST01,C01901,P050,1,111.98,0.0,,Card,111.98
TXN0000048,2024-01-07,ST01,C04965,P091,1,92.35,0.0,,Card,92.35
TXN0000049,2024-01-08,ST01,C02398,P002,1,204.15,0.0,,Cash,204.15
TXN0000050,2024-01-08,ST01,C01881,P084,1,214.05,0.0,,Card,214.05
TXN0000051,2024-01-08,ST01,C05340,P027,2,291.98,0.0,,Card,583.96
TXN0000052,2024-01-09,ST01,C01853,P090,1,192.57,0.0,,Mobile Banking,192.57
TXN0000053,2024-01-09,ST01,C01402,P058,1,84.73,0.0,,Cash,84.73
TXN0000054,2024-01-09,ST01,C05142,P091,1,92.35,0.0,,Mobile Banking,92.35
TXN0000055,2024-01-09,ST01,C05496,P061,2,342.49,0.0,,Card,684.98
TXN0000056,2024-01-09,ST01,C04776,P050,1,111.98,0.0,,Card,111.98
TXN0000057,2024-01-09,ST01,C03841,P118,1,179.64,0.0,,Mobile Banking,179.64
TXN0000058,2024-01-10,ST01,C05309,P055,1,82.49,0.0,,Mobile Banking,82.49
TXN0000059,2024-01-10,ST01,C02492,P040,1,308.78,0.0,,Card,308.78
TXN0000060,2024-01-10,ST01,C05196,P057,1,347.81,0.0,,Card,347.81
TXN0000061,2024-01-10,ST01,C02808,P002,1,204.15,0.0,,Cash,204.15
TXN0000062,2024-01-10,ST01,C01244,P023,1,232.98,0.0,,Cash,232.98
TXN0000063,2024-01-10,ST01,C04198,P083,2,187.72,0.0,,,375.44
TXN0000064,2024-01-10,ST01,C02561,P002,1,204.15,0.0,,Card,204.15
TXN0000065,2024-01-10,ST01,C05096,P137,1,136.51,0.0,,Cash,136.51
TXN0000066,2024-01-10,ST01,C05713,P056,1,179.09,0.0,,Card,179.09
TXN0000067,2024-01-10,ST01,C05615,P163,2,193.24,0.0,,Card,386.48
TXN0000068,2024-01-11,ST01,C05998,P169,2,158.74,0.0,,Cash,317.48
TXN0000069,2024-01-11,ST01,C01935,P062,2,270.5,0.0,,Card,541.0
TXN0000070,2024-01-11,ST01,C05731,P036,2,669.34,0.0,,Cash,1338.68
TXN0000071,2024-01-11,ST01,C01624,P020,4,152.51,0.0,,Card,610.04
TXN0000072,2024-01-11,ST01,C01244,P103,1,182.19,0.0,,Mobile Banking,182.19
TXN0000073,2024-01-11,ST01,C02439,P026,1,280.61,0.0,,Card,280.61
TXN0000074,2024-01-11,ST01,C00602,P175,2,125.57,0.0,,Cash,251.14
TXN0000075,2024-01-11,ST01,C00288,P032,1,195.11,0.0,,Cash,195.11
TXN0000076,2024-01-11,ST01,C05726,P064,1,240.96,0.0,,Cash,240.96
TXN0000077,2024-01-11,ST01,C05262,P131,1,270.9,0.0,,Cash,270.9
TXN0000078,2024-01-12,ST01,C00772,P032,1,195.11,0.0,,Card,195.11
TXN0000079,2024-01-12,ST01,,P176,2,91.79,34.0,PROMO0004,Mobile Banking,183.58
TXN0000080,2024-01-12,ST01,C04198,P169,1,158.74,0.0,,Cash,158.74
TXN0000081,2024-01-12,ST01,C02747,P001,1,309.39,0.0,,Card,309.39
TXN0000082,2024-01-12,ST01,C01624,P058,1,84.73,0.0,,Card,84.73
TXN0000083,2024-01-12,ST01,C00400,P153,1,131.19,0.0,,Card,131.19
TXN0000084,2024-01-12,ST01,C01901,P111,1,383.72,0.0,,Mobile Banking,383.72
TXN0000085,2024-01-12,ST01,C02492,P141,2,178.14,39.0,PROMO0129,Mobile Banking,356.28
TXN0000086,2024-01-12,ST01,C04286,P015,1,191.03,0.0,,Card,191.03
TXN0000087,2024-01-12,ST01,C02040,P053,2,147.33,0.0,,Card,294.66
TXN0000088,2024-01-12,ST01,C05629,P178,2,519.52,0.0,,Card,1039.04
TXN0000089,2024-01-12,ST01,C01607,P157,3,389.15,0.0,,Card,1167.45
TXN0000090,2024-01-13,ST01,C01402,P179,1,554.11,0.0,,Card,554.11
TXN0000091,2024-01-14,ST01,C03138,P082,3,82.6,0.0,,Cash,247.8
TXN0000092,2024-01-14,ST01,C03037,P105,1,423.24,0.0,,Card,423.24
TXN0000093,2024-01-14,ST01,C03126,P119,1,243.7,0.0,,Card,243.7
TXN0000094,2024-01-14,ST01,C01810,P050,1,111.98,0.0,,Mobile Banking,111.98
TXN0000095,2024-01-14,ST01,C02745,P040,3,308.78,0.0,,Cash,926.34
TXN0000096,2024-01-14,ST01,C02258,P068,1,469.44,0.0,,Cash,469.44
TXN0000097,2024-01-15,ST01,C03752,P036,1,669.34,0.0,,Card,669.34
TXN0000098,2024-01-15,ST01,C00993,P011,3,92.99,0.0,,Cash,278.97
TXN0000099,2024-01-15,ST01,C03126,P172,1,253.24,0.0,,Card,253.24
TXN0000100,2024-01-15,ST01,C05757,P132,1,534.0,0.0,,Card,534.0
TXN0000101,2024-01-16,ST01,C02372,P018,1,143.44,0.0,,Cash,143.44
TXN0000102,2024-01-16,ST01,C04615,P089,1,255.97,0.0,,Mobile Banking,255.97
TXN0000103,2024-01-16,ST01,C05998,P057,1,347.81,0.0,,Card,347.81
TXN0000104,2024-01-16,ST01,C05633,P050,1,111.98,0.0,,Cash,111.98
TXN0000105,2024-01-16,ST01,C02543,P050,1,111.98,0.0,,Card,111.98
TXN0000106,2024-01-16,ST01,C05908,P004,1,337.01,0.0,,Mobile Banking,337.01
TXN0000107,2024-01-16,ST01,C05122,P120,1,56.92,0.0,,Cash,56.92
TXN0000108,2024-01-17,ST01,C03363,P139,1,421.36,0.0,,Cash,421.36
TXN0000109,2024-01-18,ST01,C01146,P178,1,519.52,0.0,,Cash,519.52
TXN0000110,2024-01-18,ST01,C04286,P134,1,233.34,0.0,,Cash,233.34
TXN0000111,2024-01-18,ST01,C02769,P170,1,113.58,0.0,,Card,113.58
TXN0000112,2024-01-19,ST01,C02806,P046,1,150.27,0.0,,Card,150.27
TXN0000113,2024-01-19,ST01,C05084,P153,1,131.19,0.0,,Card,131.19
TXN0000114,2024-01-19,ST01,C05387,P060,1,152.78,0.0,,Card,152.78
TXN0000115,2024-01-19,ST01,C05051,P052,1,655.45,0.0,,Card,655.45
TXN0000116,2024-01-19,ST01,C01607,P089,1,255.97,0.0,,Card,255.97
TXN0000117,2024-01-19,ST01,C02650,P128,1,81.28,0.0,,Cash,81.28
TXN0000118,2024-01-19,ST01,C04364,P012,1,157.52,0.0,,Cash,157.52
TXN0000119,2024-01-19,ST01,C05757,P153,3,131.19,0.0,,Card,393.57
TXN0000120,2024-01-19,ST01,C04792,P058,1,84.73,0.0,,Mobile Banking,84.73
TXN0000121,2024-01-20,ST01,C03585,P153,2,131.19,0.0,,Card,262.38
TXN0000122,2024-01-20,ST01,,P078,1,284.12,0.0,,Cash,284.12
TXN0000123,2024-01-20,ST01,C05615,P140,1,317.65,0.0,,Mobile Banking,317.65
TXN0000124,2024-01-20,ST01,C00980,P157,1,389.15,0.0,,Mobile Banking,389.15
TXN0000125,2024-01-20,ST01,C05120,P016,1,246.66,0.0,,Card,246.66
TXN0000126,2024-01-20,ST01,C00650,P145,1,292.52,0.0,,Card,292.52
TXN0000127,2024-01-20,ST01,C02731,P171,1,70.29,0.0,,Card,70.29
TXN0000128,2024-01-21,ST01,C02806,P142,1,264.38,0.0,,Mobile Banking,264.38
TXN0000129,2024-01-21,ST01,C00453,P029,1,164.83,0.0,,,164.83
TXN0000130,2024-01-21,ST01,C01506,P154,1,149.3,0.0,,Card,149.3
TXN0000131,2024-01-21,ST01,C00466,P070,2,154.95,0.0,,Card,309.9
TXN0000132,2024-01-21,ST01,C02745,P083,1,187.72,0.0,,Cash,187.72
TXN0000133,2024-01-21,ST01,C02492,P052,1,655.45,0.0,,Card,655.45
TXN0000134,2024-01-21,ST01,C00427,P132,1,534.0,0.0,,Card,534.0
TXN0000135,2024-01-21,ST01,C04790,P029,1,164.83,0.0,,Cash,164.83
TXN0000136,2024-01-22,ST01,C04822,P011,1,92.99,0.0,,Mobile Banking,92.99
TXN0000137,2024-01-22,ST01,C00007,P153,1,131.19,0.0,,Card,131.19
TXN0000138,2024-01-22,ST01,C05309,P055,1,82.49,0.0,,Card,82.49
TXN0000139,2024-01-22,ST01,C05191,P132,1,534.0,0.0,,Mobile Banking,534.0
TXN0000140,2024-01-22,ST01,C00435,P157,2,389.15,0.0,,Mobile Banking,778.3
TXN0000141,2024-01-22,ST01,C00097,P008,1,192.67,0.0,,Card,192.67
TXN0000142,2024-01-22,ST01,C05998,P102,2,343.77,0.0,,Mobile Banking,687.54
TXN0000143,2024-01-22,ST01,C05376,P022,1,170.02,0.0,,Card,170.02
TXN0000144,2024-01-23,ST01,C00490,P068,1,469.44,0.0,,Card,469.44
TXN0000145,2024-01-23,ST01,C03551,P044,1,262.03,0.0,,Mobile Banking,262.03
TXN0000146,2024-01-23,ST01,C02737,P049,1,261.9,0.0,,Card,261.9
TXN0000147,2024-01-23,ST01,C00475,P077,1,114.8,0.0,,Card,114.8
TXN0000148,2024-01-23,ST01,C00930,P078,1,284.12,0.0,,Cash,284.12
TXN0000149,2024-01-24,ST01,C05142,P141,2,292.03,0.0,,Card,584.06
TXN0000150,2024-01-24,ST01,C02747,P062,1,270.5,0.0,,Cash,270.5
TXN0000151,2024-01-24,ST01,C04615,P087,4,235.55,0.0,,Cash,942.2
TXN0000152,2024-01-24,ST01,C03737,P127,2,319.69,0.0,,Card,639.38
TXN0000153,2024-01-24,ST01,C05406,P144,1,534.81,0.0,,Card,534.81
TXN0000154,2024-01-24,ST01,C05757,P066,1,118.44,0.0,,Mobile Banking,118.44
TXN0000155,2024-01-24,ST01,C05309,P026,1,280.61,0.0,,Cash,280.61
TXN0000156,2024-01-24,ST01,C03208,P039,1,155.68,0.0,,Mobile Banking,155.68
TXN0000157,2024-01-24,ST01,C03250,P109,2,377.53,0.0,,Cash,755.06
TXN0000158,2024-01-25,ST01,C02312,P118,1,179.64,0.0,,Mobile Banking,179.64
TXN0000159,2024-01-25,ST01,,P002,1,204.15,0.0,,Cash,204.15
TXN0000160,2024-01-25,ST01,C03156,P101,1,181.85,0.0,,Mobile Banking,181.85
TXN0000161,2024-01-25,ST01,C05281,P055,1,82.49,0.0,,Card,82.49
TXN0000162,2024-01-26,ST01,C04045,P060,1,152.78,0.0,,Card,152.78
TXN0000163,2024-01-26,ST01,C02209,P163,1,193.24,0.0,,Mobile Banking,193.24
TXN0000164,2024-01-26,ST01,C02092,P102,1,343.77,0.0,,Card,343.77
TXN0000165,2024-01-26,ST01,C02252,P051,1,115.34,0.0,,Card,115.34
TXN0000166,2024-01-26,ST01,C05615,P078,1,284.12,0.0,,,284.12
TXN0000167,2024-01-26,ST01,C02806,P049,1,261.9,0.0,,Card,261.9
TXN0000168,2024-01-27,ST01,C05191,P140,1,317.65,0.0,,Cash,317.65
TXN0000169,2024-01-27,ST01,C05908,P011,3,92.99,0.0,,Card,278.97
TXN0000170,2024-01-27,ST01,C05908,P045,1,204.49,0.0,,Card,204.49
TXN0000171,2024-01-27,ST01,C02745,P052,1,655.45,0.0,,Card,655.45
TXN0000172,2024-01-27,ST01,C00435,P158,1,430.95,0.0,,Card,430.95
TXN0000173,2024-01-27,ST01,C04170,P037,3,215.57,0.0,,Cash,646.71
TXN0000174,2024-01-27,ST01,C00930,P038,2,142.61,0.0,,Cash,285.22
TXN0000175,2024-01-27,ST01,C04735,P103,2,182.19,0.0,,Card,364.38
TXN0000176,2024-01-27,ST01,C00384,P011,2,92.99,0.0,,Cash,185.98
TXN0000177,2024-01-28,ST01,,P034,1,314.7,0.0,,Card,314.7
TXN0000178,2024-01-28,ST01,C00980,P116,1,220.36,0.0,,Card,220.36
TXN0000179,2024-01-28,ST01,C02650,P036,1,669.34,0.0,,Card,669.34
TXN0000180,2024-01-28,ST01,C04268,P040,2,308.78,0.0,,Card,617.56
TXN0000181,2024-01-28,ST01,C02769,P006,1,304.33,0.0,,Cash,304.33
TXN0000182,2024-01-28,ST01,C00490,P142,1,264.38,0.0,,Card,264.38
TXN0000183,2024-01-28,ST01,C03344,P152,1,232.29,0.0,,Cash,232.29
TXN0000184,2024-01-29,ST01,C05051,P026,2,280.61,0.0,,Cash,561.22
TXN0000185,2024-01-29,ST01,C05501,P044,2,262.03,0.0,,Card,524.06
TXN0000186,2024-01-29,ST01,C02541,P052,3,655.45,0.0,,Mobile Banking,1966.35
TXN0000187,2024-01-29,ST01,C05731,P036,1,669.34,0.0,,Card,669.34
TXN0000188,2024-01-29,ST01,C03752,P055,1,82.49,0.0,,Card,82.49
TXN0000189,2024-01-29,ST01,C04422,P128,1,81.28,0.0,,Card,81.28
TXN0000190,2024-01-29,ST01,C04776,P109,1,377.53,0.0,,Card,377.53
TXN0000191,2024-01-30,ST01,C04792,P036,1,669.34,0.0,,Card,669.34
TXN0000192,2024-01-30,ST01,C05731,P163,1,193.24,0.0,,Card,193.24
TXN0000193,2024-01-30,ST01,C05882,P175,2,125.57,0.0,,Card,251.14
TXN0000194,2024-01-30,ST01,C03754,P118,1,179.64,0.0,,Card,179.64
TXN0000195,2024-01-30,ST01,C04965,P036,3,669.34,0.0,,Cash,2008.02
TXN0000196,2024-01-30,ST01,C02209,P075,2,72.49,0.0,,Card,144.98
TXN0000197,2024-01-30,ST01,C05842,P119,2,243.7,0.0,,Card,487.4
TXN0000198,2024-01-31,ST01,C04762,P052,113,655.45,0.0,,Card,655.45
TXN0000199,2024-01-31,ST01,C04762,P146,1,249.1,0.0,,Mobile Banking,249.1
TXN0000200,2024-01-31,ST01,C02339,P109,1,377.53,0.0,,Cash,377.53
TXN0000201,2024-01-31,ST01,C02627,P105,1,423.24,0.0,,Card,423.24
TXN0000202,2024-01-31,ST01,C00490,P079,3,370.53,0.0,,Cash,1111.59
TXN0000203,2024-01-31,ST01,C05281,P100,3,448.57,0.0,,Cash,1345.71
TXN0000204,2024-02-01,ST01,C00890,P044,1,262.03,0.0,,Mobile Banking,262.03
TXN0000205,2024-02-01,ST01,C05096,P075,1,72.49,0.0,,Cash,72.49
TXN0000206,2024-02-01,ST01,C03737,P050,2,111.98,0.0,,Mobile Banking,223.96
TXN0000207,2024-02-01,ST01,C05757,P048,1,441.16,0.0,,Mobile Banking,441.16
TXN0000208,2024-02-01,ST01,C02492,P070,2,154.95,0.0,,Cash,309.9
TXN0000209,2024-02-01,ST01,C00805,P027,1,291.98,0.0,,Mobile Banking,291.98
TXN0000210,2024-02-01,ST01,C00890,P050,1,111.98,0.0,,Mobile Banking,111.98
TXN0000211,2024-02-01,ST01,C01607,P077,64,114.8,0.0,,Mobile Banking,114.8
TXN0000212,2024-02-02,ST01,C05735,P055,1,82.49,0.0,,Card,82.49
TXN0000213,2024-02-02,ST01,C02073,P176,1,139.08,0.0,,Card,139.08
TXN0000214,2024-02-02,ST01,,P038,1,142.61,0.0,,Cash,142.61
TXN0000215,2024-02-02,ST01,C02312,P163,1,193.24,0.0,,Mobile Banking,193.24
TXN0000216,2024-02-02,ST01,C05998,P055,1,82.49,0.0,,Card,82.49
TXN0000217,2024-02-02,ST01,C02548,P003,1,301.13,0.0,,Card,301.13
TXN0000218,2024-02-02,ST01,C00325,P040,1,308.78,0.0,,Cash,308.78
TXN0000219,2024-02-02,ST01,C02252,P172,3,253.24,0.0,,Mobile Banking,759.72
TXN0000220,2024-02-02,ST01,C05882,P169,2,158.74,0.0,,Mobile Banking,317.48
TXN0000221,2024-02-03,ST01,C02073,P123,1,133.61,0.0,,Cash,133.61
TXN0000222,2024-02-03,ST01,C04364,P130,1,126.01,0.0,,Card,126.01
TXN0000223,2024-02-03,ST01,C04687,P132,1,534.0,0.0,,Card,534.0
TXN0000224,2024-02-03,ST01,C01810,P109,1,377.53,0.0,,Card,377.53
TXN0000225,2024-02-03,ST01,C03404,P070,1,154.95,0.0,,Cash,154.95
TXN0000226,2024-02-03,ST01,C02492,P131,1,270.9,0.0,,Card,270.9
TXN0000227,2024-02-03,ST01,C02737,P007,1,415.28,0.0,,Cash,415.28
TXN0000228,2024-02-03,ST01,C04792,P169,1,158.74,0.0,,Card,158.74
TXN0000229,2024-02-04,ST01,C03971,P045,1,204.49,0.0,,Mobile Banking,204.49
TXN0000230,2024-02-04,ST01,C03250,P008,1,192.67,0.0,,Mobile Banking,192.67
TXN0000231,2024-02-04,ST01,C01645,P029,2,164.83,0.0,,Mobile Banking,329.66
TXN0000232,2024-02-04,ST01,C03971,P117,1,97.86,0.0,,Card,97.86
TXN0000233,2024-02-04,ST01,C04568,P061,1,342.49,0.0,,Cash,342.49
TXN0000234,2024-02-05,ST01,C01909,P075,2,72.49,0.0,,Mobile Banking,144.98
TXN0000235,2024-02-05,ST01,C04776,P068,1,469.44,0.0,,Card,469.44
TXN0000236,2024-02-05,ST01,C02037,P100,1,448.57,0.0,,Card,448.57
TXN0000237,2024-02-05,ST01,C01983,P023,1,232.98,0.0,,Mobile Banking,232.98
TXN0000238,2024-02-05,ST01,C05602,P120,1,56.92,0.0,,Card,56.92
TXN0000239,2024-02-05,ST01,C00650,P033,2,122.73,0.0,,Mobile Banking,245.46
TXN0000240,2024-02-05,ST01,C01901,P074,1,728.93,0.0,,Card,728.93
TXN0000241,2024-02-06,ST01,C05602,P121,1,141.6,0.0,,Cash,141.6
TXN0000242,2024-02-06,ST01,C01983,P027,1,291.98,0.0,,Cash,291.98
TXN0000243,2024-02-06,ST01,,P103,2,182.19,0.0,,Card,364.38
TXN0000244,2024-02-06,ST01,C05493,P152,2,232.29,0.0,,Cash,464.58
TXN0000245,2024-02-06,ST01,C04074,P018,1,143.44,0.0,,Card,143.44
TXN0000246,2024-02-06,ST01,C01935,P107,1,59.47,0.0,,Mobile Banking,59.47
TXN0000247,2024-02-07,ST01,C04001,P162,1,212.99,0.0,,Card,212.99
TXN0000248,2024-02-07,ST01,C02910,P079,2,370.53,0.0,,Mobile Banking,741.06
TXN0000249,2024-02-07,ST01,C00518,P107,1,59.47,0.0,,Cash,59.47
TXN0000250,2024-02-08,ST01,C04286,P051,1,115.34,0.0,,Mobile Banking,115.34
TXN0000251,2024-02-08,ST01,C01983,P149,1,235.95,0.0,,Cash,235.95
TXN0000252,2024-02-08,ST01,C04286,P044,1,262.03,0.0,,Mobile Banking,262.03
TXN0000253,2024-02-08,ST01,C01909,P159,3,141.18,0.0,,Cash,423.54
TXN0000254,2024-02-08,ST01,C03837,P016,4,246.66,0.0,,Mobile Banking,986.64
TXN0000255,2024-02-08,ST01,C01881,P056,1,179.09,0.0,,Cash,179.09
TXN0000256,2024-02-08,ST01,C05387,P044,1,262.03,0.0,,Cash,262.03
TXN0000257,2024-02-09,ST01,C00426,P022,2,170.02,0.0,,Mobile Banking,340.04
TXN0000258,2024-02-09,ST01,C00288,P050,1,111.98,0.0,,Mobile Banking,111.98
TXN0000259,2024-02-09,ST01,C01674,P153,2,131.19,0.0,,Card,262.38
TXN0000260,2024-02-09,ST01,C00531,P128,1,81.28,0.0,,Card,81.28
TXN0000261,2024-02-09,ST01,C03156,P100,1,448.57,0.0,,Card,448.57
TXN0000262,2024-02-10,ST01,C02556,P100,1,448.57,0.0,,Mobile Banking,448.57
TXN0000263,2024-02-10,ST01,C02769,P136,1,567.06,0.0,,Mobile Banking,567.06
TXN0000264,2024-02-10,ST01,C01909,P157,4,389.15,0.0,,Mobile Banking,1556.6
TXN0000265,2024-02-10,ST01,C03737,P001,3,309.39,0.0,,Card,928.17
TXN0000266,2024-02-10,ST01,C03497,P017,1,264.43,0.0,,Cash,264.43
TXN0000267,2024-02-10,ST01,C03402,P061,1,342.49,0.0,,,342.49
TXN0000268,2024-02-10,ST01,C05882,P159,1,141.18,0.0,,Card,141.18
TXN0000269,2024-02-11,ST01,C02650,P052,1,655.45,0.0,,Cash,655.45
TXN0000270,2024-02-11,ST01,C02910,P162,1,212.99,0.0,,Mobile Banking,212.99
TXN0000271,2024-02-11,ST01,C03402,P053,1,147.33,0.0,,Card,147.33
TXN0000272,2024-02-11,ST01,C02312,P116,1,220.36,0.0,,Card,220.36
TXN0000273,2024-02-11,ST01,C03818,P084,1,214.05,0.0,,Mobile Banking,214.05
TXN0000274,2024-02-11,ST01,C02731,P139,1,421.36,0.0,,Cash,421.36
TXN0000275,2024-02-11,ST01,C01674,P118,1,179.64,0.0,,Cash,179.64
TXN0000276,2024-02-12,ST01,C04198,P173,2,465.96,0.0,,Card,931.92
TXN0000277,2024-02-12,ST01,C03126,P118,1,179.64,0.0,,Mobile Banking,179.64
TXN0000278,2024-02-12,ST01,C04268,P049,2,261.9,0.0,,Cash,523.8
TXN0000279,2024-02-12,ST01,C05757,P109,1,377.53,0.0,,Cash,377.53
TXN0000280,2024-02-12,ST01,C01244,P131,1,270.9,0.0,,Cash,270.9
TXN0000281,2024-02-12,ST01,C01624,P100,1,448.57,0.0,,Cash,448.57
TXN0000282,2024-02-12,ST01,C04355,P078,1,284.12,0.0,,Card,284.12
TXN0000283,2024-02-13,ST01,C05842,P140,1,317.65,0.0,,Cash,317.65
TXN0000284,2024-02-13,ST01,C04822,P060,2,152.78,0.0,,Card,305.56
TXN0000285,2024-02-13,ST01,C01975,P017,1,264.43,0.0,,Card,264.43
TXN0000286,2024-02-13,ST01,C03626,P107,1,59.47,0.0,,Mobile Banking,59.47
TXN0000287,2024-02-13,ST01,C05602,P142,1,264.38,0.0,,Cash,264.38
TXN0000288,2024-02-14,ST01,C00772,P170,1,113.58,0.0,,Card,113.58
TXN0000289,2024-02-14,ST01,,P032,3,195.11,0.0,,Card,585.33
TXN0000290,2024-02-14,ST01,C04001,P018,1,143.44,0.0,,Cash,143.44
TXN0000291,2024-02-14,ST01,C03037,P020,1,152.51,0.0,,Mobile Banking,152.51
TXN0000292,2024-02-14,ST01,C02548,P040,1,308.78,0.0,,Cash,308.78
TXN0000293,2024-02-14,ST01,C05311,P029,3,164.83,0.0,,Cash,494.49
TXN0000294,2024-02-15,ST01,C02714,P159,1,141.18,0.0,,Mobile Banking,141.18
TXN0000295,2024-02-15,ST01,C02548,P060,1,152.78,0.0,,Card,152.78
TXN0000296,2024-02-15,ST01,C03837,P018,1,143.44,0.0,,Cash,143.44
TXN0000297,2024-02-15,ST01,C03841,P149,1,235.95,0.0,,Card,235.95
TXN0000298,2024-02-15,ST01,C01624,P144,1,534.81,0.0,,Card,534.81
TXN0000299,2024-02-15,ST01,C05262,P109,1,377.53,0.0,,Cash,377.53
TXN0000300,2024-02-15,ST01,C00531,P011,1,92.99,0.0,,Mobile Banking,92.99
TXN0000301,2024-02-15,ST01,C02040,P031,2,211.77,0.0,,Mobile Banking,423.54
TXN0000302,2024-02-16,ST01,C05196,P002,1,204.15,0.0,,Cash,204.15
TXN0000303,2024-02-16,ST01,C05493,P100,1,448.57,0.0,,Card,448.57
TXN0000304,2024-02-16,ST01,C04776,P052,1,655.45,0.0,,Card,655.45
TXN0000305,2024-02-16,ST01,C01506,P147,1,137.52,0.0,,Cash,137.52
TXN0000306,2024-02-16,ST01,,P174,1,271.74,0.0,,Card,271.74
TXN0000307,2024-02-16,ST01,C05790,P022,4,170.02,0.0,,Cash,680.08
TXN0000308,2024-02-16,ST01,C04792,P103,1,182.19,0.0,,Mobile Banking,182.19
TXN0000309,2024-02-16,ST01,C00453,P054,1,281.87,0.0,,Mobile Banking,281.87
TXN0000310,2024-02-17,ST01,C02632,P084,1,214.05,0.0,,Mobile Banking,214.05
TXN0000311,2024-02-17,ST01,C02562,P037,1,215.57,0.0,,Cash,215.57
TXN0000312,2024-02-17,ST01,C00650,P078,2,284.12,0.0,,Cash,568.24
